QuestionId,QuestionCreation,QuestionLastActivity,AcceptedAnsId,AcceptedDate,QScore,QVotes
1886,2012-02-27T16:24:26.610,2012-06-14T02:30:36.163,1889,2012-02-29T00:00:00.000,6,7
1890,2012-02-27T20:57:15.777,2012-03-01T02:19:31.797,1914,2012-02-28T00:00:00.000,-7,7
1891,2012-02-27T21:35:39.350,2015-12-02T16:42:47.290,1922,2012-02-29T00:00:00.000,8,9
1915,2012-02-28T00:09:50.217,2012-07-04T22:10:22.467,1923,2012-03-01T00:00:00.000,10,12
1920,2012-02-28T14:24:33.420,2012-06-21T15:56:48.590,,,3,5
1925,2012-02-29T15:32:09.177,2012-03-01T06:16:36.463,1940,2012-03-04T00:00:00.000,7,8
1926,2012-02-29T20:15:25.373,2012-03-01T03:32:38.917,,,6,6
1930,2012-03-01T00:15:12.557,2012-03-27T08:40:24.890,1938,2012-03-27T00:00:00.000,4,4
1931,2012-03-01T00:21:48.570,2012-03-01T10:21:45.077,1935,2012-03-16T00:00:00.000,4,6
1932,2012-03-01T00:25:54.230,2012-03-01T02:09:38.597,1936,2012-03-16T00:00:00.000,2,2
1933,2012-03-01T00:31:26.250,2014-08-01T04:15:53.600,1937,2012-03-16T00:00:00.000,3,4
1942,2012-03-01T09:01:25.897,2012-10-03T11:19:17.997,1947,2012-03-01T00:00:00.000,0,2
1943,2012-03-01T10:47:32.213,2012-03-01T17:54:57.727,,,3,3
1948,2012-03-01T17:30:45.760,2012-03-03T14:57:27.903,1949,2012-03-01T00:00:00.000,5,5
1950,2012-03-01T20:49:10.213,2015-12-03T20:09:11.313,2141,2012-04-22T00:00:00.000,19,25
1954,2012-03-04T01:16:16.453,2013-12-23T10:07:32.230,,,6,6
1957,2012-03-04T18:36:49.833,2012-03-05T13:02:21.193,1959,2012-05-27T00:00:00.000,5,5
1960,2012-03-04T21:54:44.200,2013-05-25T22:34:01.820,,,9,10
1962,2012-03-05T22:16:24.253,2012-06-14T02:35:13.503,1963,2012-03-16T00:00:00.000,2,2
1964,2012-03-06T17:57:18.173,2013-02-22T08:41:34.253,1974,2012-03-16T00:00:00.000,2,3
1965,2012-03-06T18:07:07.257,2012-03-09T08:24:43.267,1967,2012-03-08T00:00:00.000,2,3
1969,2012-03-07T03:31:51.170,2014-06-26T06:28:36.077,1972,2012-03-22T00:00:00.000,16,16
1977,2012-03-08T15:07:56.540,2012-06-03T09:42:25.427,1978,2012-03-08T00:00:00.000,12,12
1980,2012-03-09T00:10:19.887,2012-06-14T02:31:32.603,1984,2012-03-28T00:00:00.000,6,6
1986,2012-03-09T17:33:01.807,2012-06-10T15:54:39.867,1987,2012-03-10T00:00:00.000,0,8
1988,2012-03-10T19:21:14.927,2012-04-18T21:25:09.730,1990,2012-03-11T00:00:00.000,5,5
1991,2012-03-11T15:46:13.803,2012-03-14T22:32:04.863,1992,2012-03-13T00:00:00.000,6,6
1993,2012-03-11T21:15:52.717,2012-03-12T14:27:28.397,,,9,9
1996,2012-03-13T16:16:10.280,2012-06-14T02:31:44.960,1997,2012-03-20T00:00:00.000,9,11
1998,2012-03-14T03:34:53.793,2012-06-22T02:27:50.700,1999,2012-03-15T00:00:00.000,6,6
2000,2012-03-14T15:41:04.980,2012-03-14T22:18:30.610,,,3,4
2003,2012-03-15T01:06:32.273,2012-06-14T02:32:16.113,,,9,10
2011,2012-03-16T00:51:24.373,2012-03-16T17:50:35.077,2012,2012-03-16T00:00:00.000,7,8
2013,2012-03-16T15:17:08.443,2012-03-18T04:36:58.843,2021,2012-03-18T00:00:00.000,8,8
2014,2012-03-16T17:43:39.827,2012-03-21T20:45:39.683,,,8,9
2016,2012-03-17T18:38:40.983,2012-03-19T16:53:41.880,2018,2012-03-20T00:00:00.000,6,6
2019,2012-03-17T21:52:21.667,2012-03-19T16:52:26.373,2020,2012-03-20T00:00:00.000,6,6
2023,2012-03-19T21:22:08.863,2012-03-21T22:44:14.847,2024,2012-04-10T00:00:00.000,7,8
2025,2012-03-19T22:47:23.263,2012-03-19T23:39:18.750,2026,2012-03-26T00:00:00.000,4,4
2028,2012-03-20T06:40:00.837,2013-05-28T18:45:13.263,2029,2012-03-20T00:00:00.000,10,10
2031,2012-03-20T16:51:33.273,2012-03-20T17:50:58.820,2033,2012-03-22T00:00:00.000,3,4
2032,2012-03-20T17:11:37.180,2014-10-23T15:01:18.270,2037,2015-01-19T00:00:00.000,1,2
2036,2012-03-21T01:01:39.720,2012-04-18T21:13:19.910,2038,2012-03-21T00:00:00.000,7,9
2045,2012-03-22T21:23:50.633,2015-12-15T22:25:04.533,2053,2012-03-28T00:00:00.000,13,13
2047,2012-03-23T02:48:26.420,2012-03-24T08:08:03.397,2050,2012-03-26T00:00:00.000,4,5
2049,2012-03-23T05:06:59.167,2012-03-24T08:01:55.493,2056,2012-03-24T00:00:00.000,6,6
2054,2012-03-23T17:37:05.020,2015-07-06T14:34:00.553,2055,2012-03-28T00:00:00.000,3,3
2057,2012-03-24T13:27:20.220,2012-03-24T13:27:20.220,,,4,7
2058,2012-03-25T18:34:37.217,2012-03-26T16:52:23.747,2059,2012-04-01T00:00:00.000,5,7
2062,2012-03-27T21:56:40.970,2014-12-25T17:38:29.340,2063,2012-03-28T00:00:00.000,5,6
2065,2012-03-28T04:50:01.170,2012-05-07T17:41:30.930,2070,2012-04-16T00:00:00.000,13,15
2067,2012-03-28T07:34:54.953,2012-03-28T21:57:51.273,2072,2012-03-29T00:00:00.000,7,8
2075,2012-03-29T13:22:28.537,2012-04-12T22:45:48.230,2076,2012-04-03T00:00:00.000,7,7
2078,2012-03-29T17:11:12.620,2012-03-30T09:09:29.167,2081,2012-04-02T00:00:00.000,5,6
2079,2012-03-29T17:59:14.430,2015-10-22T03:05:29.950,2080,2012-04-02T00:00:00.000,10,13
2085,2012-03-30T13:34:25.237,2015-07-30T14:02:15.280,2088,2012-03-30T00:00:00.000,3,5
2089,2012-03-30T19:29:01.730,2012-03-30T21:03:29.547,2092,2012-04-16T00:00:00.000,4,5
2091,2012-03-30T20:17:04.650,2015-11-17T18:34:41.023,,,11,11
2098,2012-04-05T23:36:43.373,2012-04-06T20:09:44.740,2100,2012-04-08T00:00:00.000,5,6
2101,2012-04-08T12:52:55.687,2012-04-18T21:18:09.253,2107,2012-04-09T00:00:00.000,3,3
2103,2012-04-09T03:35:47.327,2012-04-09T08:01:23.957,2106,2012-04-10T00:00:00.000,3,4
2104,2012-04-09T03:42:11.750,2015-07-16T02:33:59.607,,,7,9
2112,2012-04-09T20:15:47.770,2012-06-30T00:50:10.173,2113,2012-04-09T00:00:00.000,4,4
2115,2012-04-10T05:50:21.463,2014-08-14T08:00:43.067,,,3,3
2116,2012-04-10T06:26:12.837,2012-04-13T10:49:50.357,2117,2012-04-12T00:00:00.000,5,5
2119,2012-04-10T21:57:57.793,2015-09-20T20:18:47.523,2120,2012-04-11T00:00:00.000,13,16
2121,2012-04-11T03:07:32.200,2012-05-30T20:38:16.350,2124,2012-04-12T00:00:00.000,19,23
2126,2012-04-11T20:54:52.137,2015-03-23T19:18:46.587,2127,2012-04-11T00:00:00.000,10,12
2128,2012-04-12T01:08:32.310,2012-06-14T02:29:46.553,,,5,5
2131,2012-04-12T09:51:45.977,2012-05-29T15:53:51.587,2135,2012-04-27T00:00:00.000,6,8
2143,2012-04-12T18:27:09.157,2012-07-29T00:05:27.227,2144,2012-04-14T00:00:00.000,5,6
2148,2012-04-13T10:40:59.597,2012-04-14T10:48:39.130,2154,2012-04-14T00:00:00.000,5,5
2156,2012-04-14T22:59:18.830,2012-07-04T22:12:33.493,2157,2012-05-27T00:00:00.000,9,9
2158,2012-04-16T01:36:44.890,2012-04-16T18:35:30.217,2161,2012-04-16T00:00:00.000,7,7
2163,2012-04-16T23:21:09.767,2012-06-07T01:15:19.143,2164,2012-04-17T00:00:00.000,7,7
2167,2012-04-18T13:26:15.670,2012-04-18T14:00:57.070,2168,2012-04-23T00:00:00.000,8,8
2169,2012-04-18T20:51:53.927,2012-04-19T15:31:06.167,2171,2012-04-30T00:00:00.000,10,10
2175,2012-04-21T04:24:21.250,2012-10-21T17:32:05.837,2318,2012-07-04T00:00:00.000,9,11
2178,2012-04-21T19:18:57.120,2014-11-29T16:27:01.297,2181,2012-04-22T00:00:00.000,7,7
2179,2012-04-21T19:29:27.637,2014-07-02T19:59:18.533,2180,2012-04-22T00:00:00.000,7,8
2182,2012-04-23T15:31:35.123,2012-05-10T20:45:46.997,2184,2012-04-30T00:00:00.000,8,8
2183,2012-04-23T16:03:02.247,2012-07-13T14:01:18.847,2185,2012-04-25T00:00:00.000,8,8
2188,2012-04-25T04:14:22.753,2012-04-27T12:11:25.040,2190,2012-04-25T00:00:00.000,8,9
2194,2012-04-25T19:08:39.743,2012-04-26T13:38:41.857,2195,2012-04-25T00:00:00.000,7,7
2206,2012-04-27T22:39:46.153,2012-05-26T18:48:52.623,2207,2012-04-30T00:00:00.000,7,9
2208,2012-04-28T19:12:40.737,2012-07-04T22:13:29.343,2209,2012-04-30T00:00:00.000,9,10
2211,2012-04-29T16:32:53.650,2013-11-05T13:33:38.393,2212,2012-04-30T00:00:00.000,12,12
2214,2012-04-30T14:31:42.083,2012-05-11T01:02:38.163,2229,2012-05-08T00:00:00.000,8,8
2217,2012-04-30T19:19:20.900,2012-05-02T13:55:27.463,2218,2012-04-30T00:00:00.000,8,9
2225,2012-05-01T19:00:20.647,2012-06-30T00:48:18.333,2227,2012-05-04T00:00:00.000,2,2
2231,2012-05-05T03:41:57.663,2012-05-14T02:22:38.347,2234,2012-05-05T00:00:00.000,5,5
2232,2012-05-05T13:31:33.380,2013-07-16T14:28:13.120,2233,2012-05-05T00:00:00.000,7,9
2240,2012-05-07T16:17:51.763,2012-05-10T23:03:09.793,2262,2012-05-18T00:00:00.000,1,3
2241,2012-05-07T16:22:08.120,2012-05-09T07:19:18.263,,,6,6
2242,2012-05-07T16:24:34.737,2012-06-14T02:34:36.953,2250,2012-05-18T00:00:00.000,4,4
2246,2012-05-07T16:47:54.407,2015-08-26T18:52:08.100,,,8,8
2251,2012-05-07T20:38:35.997,2012-05-14T15:28:23.620,2253,2012-05-13T00:00:00.000,5,6
2252,2012-05-07T20:49:06.017,2015-04-28T19:03:37.400,2255,2012-05-08T00:00:00.000,7,9
2261,2012-05-09T04:45:02.900,2012-09-06T05:14:45.573,,,17,20
2265,2012-05-10T00:27:05.890,2012-06-30T00:47:59.800,2268,2012-05-10T00:00:00.000,9,11
2266,2012-05-10T00:34:00.203,2012-05-10T15:11:07.063,2267,2012-05-10T00:00:00.000,4,4
2275,2012-05-11T00:44:06.240,2015-07-19T21:36:20.987,4418,2013-11-09T00:00:00.000,9,9
2276,2012-05-11T00:57:06.973,2014-06-22T19:51:14.777,,,4,8
2279,2012-05-11T08:20:08.117,2015-05-27T16:36:30.183,2280,2012-05-11T00:00:00.000,10,12
2283,2012-05-11T22:27:36.083,2015-04-02T20:04:31.557,2284,2012-05-11T00:00:00.000,6,8
2295,2012-05-15T14:39:01.903,2012-07-05T16:40:44.003,2320,2012-05-18T00:00:00.000,6,6
2304,2012-05-16T19:26:41.963,2015-01-04T22:45:52.780,2307,2013-05-26T00:00:00.000,10,13
2305,2012-05-16T20:15:15.077,2014-12-03T19:33:04.747,2306,2012-05-16T00:00:00.000,10,11
2311,2012-05-17T01:29:37.033,2012-05-17T23:01:00.753,2314,2012-05-20T00:00:00.000,7,7
2321,2012-05-19T13:40:07.243,2012-05-23T07:57:33.073,2322,2012-05-21T00:00:00.000,9,9
2324,2012-05-21T02:57:51.043,2014-02-23T07:26:31.357,2325,2012-06-09T00:00:00.000,13,13
2327,2012-05-22T06:56:56.160,2015-12-04T11:04:29.087,2328,2012-05-23T00:00:00.000,24,30
2334,2012-05-23T18:23:33.803,2015-04-14T22:01:06.733,2337,2012-05-24T00:00:00.000,15,18
2335,2012-05-23T19:20:06.463,2012-07-30T15:28:38.743,2338,2012-06-06T00:00:00.000,7,8
2339,2012-05-24T05:47:30.113,2012-05-25T21:27:10.153,2341,2012-05-26T00:00:00.000,5,5
2343,2012-05-24T14:15:15.460,2014-11-30T00:02:41.813,2344,2012-06-08T00:00:00.000,7,8
2345,2012-05-24T15:26:12.213,2012-06-07T02:50:19.727,,,3,3
2360,2012-05-27T19:42:46.007,2013-05-28T18:44:45.697,2365,2012-05-31T00:00:00.000,7,7
2372,2012-05-29T16:22:38.103,2012-05-31T11:06:35.593,2373,2012-05-30T00:00:00.000,6,6
2376,2012-05-30T10:09:58.183,2012-05-31T17:11:09.580,2377,2012-06-01T00:00:00.000,7,8
2385,2012-05-31T12:08:09.190,2012-06-02T18:40:48.520,,,4,4
2389,2012-05-31T22:31:10.593,2012-07-02T09:01:00.527,,,5,5
2392,2012-06-01T20:37:09.270,2012-06-07T10:00:25.293,,,6,6
2395,2012-06-01T23:57:52.367,2012-06-04T10:23:12.430,2398,2012-06-05T00:00:00.000,4,5
2396,2012-06-02T16:52:35.630,2015-02-11T17:01:09.783,2400,2012-06-15T00:00:00.000,14,16
2401,2012-06-03T07:18:00.643,2014-05-27T09:06:24.237,2406,2012-06-05T00:00:00.000,1,1
2413,2012-06-05T09:56:39.623,2012-06-05T12:01:33.857,2414,2012-06-05T00:00:00.000,2,2
2418,2012-06-07T20:17:46.013,2014-06-05T14:50:00.687,,,8,8
2422,2012-06-09T20:20:56.727,2012-06-10T12:02:42.160,2423,2012-06-10T00:00:00.000,4,4
2425,2012-06-12T16:54:17.313,2012-06-12T22:46:44.547,2428,2012-06-12T00:00:00.000,4,4
2427,2012-06-12T18:53:30.677,2012-06-22T23:58:19.977,,,4,4
2432,2012-06-12T20:58:52.843,2015-03-16T10:46:45.663,2441,2014-08-19T00:00:00.000,7,7
2439,2012-06-13T15:38:07.633,2012-06-13T15:47:28.387,2440,2012-06-13T00:00:00.000,2,2
2442,2012-06-14T02:32:13.853,2012-06-14T02:59:34.613,2443,2012-06-14T00:00:00.000,5,5
2444,2012-06-14T03:41:09.133,2012-06-18T20:50:26.607,2445,2012-06-14T00:00:00.000,5,5
2446,2012-06-14T14:51:47.813,2015-11-14T20:23:26.180,2449,2012-12-28T00:00:00.000,17,21
2450,2012-06-15T04:44:26.127,2013-10-25T08:43:51.143,,,7,7
2451,2012-06-15T05:54:54.430,2012-06-15T13:55:50.020,2454,2012-06-18T00:00:00.000,7,7
2457,2012-06-15T19:09:10.197,2012-06-30T00:20:41.200,2458,2012-06-15T00:00:00.000,10,10
2460,2012-06-16T12:28:02.167,2012-07-11T04:20:52.763,2575,2012-07-12T00:00:00.000,5,8
2468,2012-06-19T02:23:17.480,2012-06-22T02:30:45.737,2469,2012-06-19T00:00:00.000,7,8
2474,2012-06-22T02:48:57.553,2012-11-11T06:00:53.017,2480,2012-08-03T00:00:00.000,9,10
2481,2012-06-25T16:50:18.960,2012-07-04T16:23:40.063,2482,2012-07-10T00:00:00.000,4,4
2487,2012-06-29T16:11:49.413,2012-07-04T08:42:45.360,2495,2012-07-03T00:00:00.000,3,3
2488,2012-06-29T16:22:53.287,2015-12-08T22:27:53.310,,,1,1
2490,2012-06-29T16:32:06.970,2012-06-29T23:06:22.743,2494,2012-07-10T00:00:00.000,1,1
2502,2012-06-30T02:09:21.540,2012-06-30T10:18:53.533,2503,2012-06-30T00:00:00.000,3,3
2504,2012-07-01T16:50:18.943,2013-05-18T19:31:45.067,2505,2012-07-01T00:00:00.000,3,3
2506,2012-07-01T21:49:53.917,2014-03-24T13:18:11.580,4021,2015-05-14T00:00:00.000,8,10
2510,2012-07-02T21:04:49.543,2012-12-14T10:13:51.947,2515,2012-07-02T00:00:00.000,4,4
2512,2012-07-02T22:41:28.540,2012-07-04T22:06:39.493,2514,2012-07-02T00:00:00.000,3,3
2520,2012-07-03T18:44:10.720,2015-12-29T18:47:54.060,2521,2012-07-10T00:00:00.000,4,4
2522,2012-07-03T21:03:46.083,2012-10-25T16:12:57.830,2526,2012-07-10T00:00:00.000,9,9
2529,2012-07-05T14:08:38.610,2012-07-06T08:38:17.230,2533,2012-07-10T00:00:00.000,4,4
2534,2012-07-05T17:31:42.520,2012-07-05T17:39:00.543,2535,2012-07-10T00:00:00.000,4,4
2536,2012-07-05T17:40:24.007,2016-01-01T02:50:46.627,2538,2012-07-13T00:00:00.000,7,7
2537,2012-07-05T17:50:05.680,2015-08-16T02:03:04.483,,,4,5
2544,2012-07-06T22:15:02.410,2015-02-16T16:35:45.230,,,9,14
2547,2012-07-07T05:42:37.387,2012-07-07T17:17:28.987,2550,2012-07-07T00:00:00.000,1,1
2548,2012-07-07T05:56:34.640,2012-07-11T18:56:16.147,2557,2012-07-07T00:00:00.000,2,3
2552,2012-07-07T07:47:52.973,2012-07-13T17:22:51.273,,,1,3
2553,2012-07-07T10:41:47.637,2012-07-07T17:11:43.097,2559,2012-07-07T00:00:00.000,2,2
2554,2012-07-07T12:58:05.443,2012-07-09T21:17:03.130,,,6,6
2561,2012-07-07T20:07:42.410,2014-09-18T02:56:25.743,2563,2012-07-08T00:00:00.000,9,11
2562,2012-07-07T20:15:10.873,2012-07-09T21:17:37.903,,,6,6
2565,2012-07-08T13:09:59.870,2012-08-15T16:58:02.017,2728,2012-10-04T00:00:00.000,3,3
2570,2012-07-09T20:16:18.630,2012-07-09T21:15:10.263,2572,2012-07-09T00:00:00.000,3,4
2573,2012-07-09T21:36:43.293,2012-08-06T08:20:10.983,2680,2012-08-21T00:00:00.000,5,5
2576,2012-07-09T22:23:09.647,2012-07-09T22:47:46.227,2578,2012-07-09T00:00:00.000,5,5
2583,2012-07-11T17:05:56.180,2012-07-11T21:49:16.013,,,3,6
2586,2012-07-12T16:11:06.600,2012-07-12T18:14:33.390,,,3,3
2587,2012-07-12T16:17:39.323,2012-07-27T03:00:10.560,,,3,8
2588,2012-07-12T16:27:51.760,2012-07-16T14:21:59.223,2600,2012-07-16T00:00:00.000,5,6
2589,2012-07-12T16:34:33.967,2012-08-20T21:37:33.637,2646,2012-08-08T00:00:00.000,4,4
2590,2012-07-12T16:43:11.710,2012-07-15T03:36:37.593,2597,2012-07-13T00:00:00.000,4,4
2591,2012-07-12T16:57:20.583,2012-07-15T03:36:00.920,,,2,2
2592,2012-07-12T17:11:54.280,2012-07-18T20:58:07.977,2611,2012-07-24T00:00:00.000,6,6
2593,2012-07-12T17:17:43.960,2015-08-03T11:20:50.367,,,4,4
2594,2012-07-12T17:34:12.083,2012-08-14T14:05:57.203,,,2,2
2606,2012-07-13T16:14:51.157,2012-07-15T20:35:57.940,2616,2012-07-25T00:00:00.000,8,8
2607,2012-07-13T16:24:35.183,2012-07-13T16:55:07.703,2608,2012-07-25T00:00:00.000,3,3
2609,2012-07-13T22:39:52.650,2012-07-29T19:51:11.340,2655,2012-08-01T00:00:00.000,4,4
2612,2012-07-15T13:52:01.427,2012-08-06T19:46:01.343,2683,2012-08-08T00:00:00.000,5,5
2617,2012-07-17T03:00:07.663,2012-07-17T10:13:11.267,,,3,3
2618,2012-07-17T03:47:12.757,2012-07-17T15:55:07.340,2621,2012-07-17T00:00:00.000,6,6
2622,2012-07-18T15:09:09.990,2012-07-30T20:42:23.220,,,6,6
2625,2012-07-19T04:19:18.493,2012-07-29T16:16:09.143,2628,2012-08-25T00:00:00.000,10,10
2626,2012-07-19T04:27:58.097,2012-07-29T16:13:42.000,2627,2012-08-25T00:00:00.000,9,9
2630,2012-07-20T11:14:01.997,2014-12-07T13:40:32.030,2631,2012-07-20T00:00:00.000,9,9
2632,2012-07-20T16:19:29.070,2015-02-12T02:05:04.600,2633,2012-07-25T00:00:00.000,6,6
2634,2012-07-20T18:27:00.770,2013-10-23T13:13:30.230,2644,2012-08-25T00:00:00.000,22,27
2638,2012-07-23T06:19:05.010,2012-07-27T07:58:03.957,,,1,3
2662,2012-07-31T13:49:52.183,2012-08-02T14:28:00.433,,,3,3
2664,2012-08-01T17:38:01.767,2014-06-16T10:13:46.507,,,4,5
2670,2012-08-02T07:34:08.873,2012-10-23T08:19:09.200,2671,2012-08-27T00:00:00.000,13,13
2673,2012-08-04T20:04:59.793,2014-11-03T12:47:41.907,2674,2012-08-06T00:00:00.000,6,6
2677,2012-08-05T13:17:05.903,2012-08-23T06:25:10.623,2744,2012-09-28T00:00:00.000,4,5
2679,2012-08-05T22:39:30.097,2012-08-06T23:44:59.210,,,1,6
2681,2012-08-06T19:03:20.477,2012-08-06T19:03:20.477,2682,2012-08-13T00:00:00.000,8,9
2685,2012-08-07T12:22:58.783,2015-12-21T00:28:37.383,2687,2012-08-07T00:00:00.000,21,29
2688,2012-08-08T15:46:41.777,2013-05-28T18:42:02.543,2691,2012-08-31T00:00:00.000,3,4
2694,2012-08-08T18:44:04.547,2012-08-12T01:06:05.700,2696,2012-08-12T00:00:00.000,3,3
2700,2012-08-09T15:22:27.457,2012-08-16T19:36:16.803,,,3,3
2703,2012-08-09T22:21:03.510,2015-07-22T14:56:13.157,2724,2012-08-26T00:00:00.000,4,5
2704,2012-08-09T22:25:37.217,2013-01-24T22:16:16.127,2706,2012-08-14T00:00:00.000,6,6
2705,2012-08-09T22:30:58.240,2015-02-06T10:12:39.413,,,5,5
2711,2012-08-11T19:17:36.160,2012-08-12T04:25:21.373,,,3,3
2715,2012-08-12T16:56:15.340,2012-08-13T15:21:59.803,2716,2012-08-13T00:00:00.000,4,4
2717,2012-08-12T19:37:24.667,2012-08-21T06:54:03.740,2719,2012-08-12T00:00:00.000,2,2
2725,2012-08-14T21:07:42.867,2012-08-15T15:11:21.813,2726,2012-08-16T00:00:00.000,3,3
2732,2012-08-18T18:13:42.317,2012-08-19T00:55:23.240,2733,2012-08-18T00:00:00.000,1,1
2734,2012-08-19T23:06:02.447,2012-08-20T18:10:37.643,2736,2013-03-06T00:00:00.000,3,3
2741,2012-08-22T02:57:09.437,2015-07-03T01:15:53.527,13179,2015-07-03T00:00:00.000,5,8
2747,2012-08-23T01:20:34.757,2013-01-24T22:03:47.930,2750,2012-08-24T00:00:00.000,5,5
2749,2012-08-23T04:28:58.957,2014-12-31T20:43:00.547,2751,2012-08-23T00:00:00.000,9,10
2752,2012-08-24T02:00:22.047,2012-08-24T17:15:50.017,2755,2012-08-24T00:00:00.000,5,5
2756,2012-08-25T00:52:24.727,2012-08-29T06:33:06.680,2758,2012-10-03T00:00:00.000,6,6
2757,2012-08-25T00:56:00.290,2015-10-24T19:34:27.987,2761,2012-08-27T00:00:00.000,8,8
2760,2012-08-25T16:08:38.810,2012-08-27T17:24:55.007,2765,2012-10-03T00:00:00.000,6,6
2767,2012-08-27T19:51:46.270,2013-01-26T18:56:06.950,2771,2012-10-03T00:00:00.000,14,14
2772,2012-08-29T04:14:05.550,2014-01-04T00:10:51.797,2777,2012-08-31T00:00:00.000,15,15
2780,2012-08-31T21:32:28.133,2012-09-20T18:41:18.293,2781,2012-09-03T00:00:00.000,7,11
2786,2012-09-02T09:57:48.077,2012-09-10T16:39:51.260,2790,2015-07-19T00:00:00.000,2,5
2788,2012-09-02T22:46:31.347,2015-09-04T15:55:36.743,2789,2012-09-02T00:00:00.000,7,7
2791,2012-09-03T13:58:31.527,2014-07-25T08:19:48.190,2793,2012-09-03T00:00:00.000,6,6
2792,2012-09-03T17:34:21.967,2012-09-04T14:16:13.633,2795,2012-09-05T00:00:00.000,5,5
2797,2012-09-06T19:43:59.813,2012-09-19T05:30:43.630,2798,2012-09-07T00:00:00.000,5,5
2799,2012-09-07T11:24:54.057,2014-04-13T04:06:46.810,2802,2012-09-08T00:00:00.000,6,7
2803,2012-09-08T03:29:35.450,2012-09-12T19:24:29.750,2813,2012-10-21T00:00:00.000,5,5
2804,2012-09-08T04:24:24.103,2012-09-08T23:51:04.820,2812,2012-09-17T00:00:00.000,2,2
2805,2012-09-08T04:30:58.420,2014-08-29T18:09:11.750,,,16,21
2806,2012-09-08T05:13:35.720,2015-12-07T20:37:33.860,2808,2012-09-17T00:00:00.000,6,6
2807,2012-09-08T05:22:06.273,2015-05-04T17:02:53.193,2809,2012-09-17T00:00:00.000,7,7
2817,2012-09-09T22:17:37.147,2012-09-10T06:42:59.070,2818,2012-09-10T00:00:00.000,8,8
2820,2012-09-10T22:30:38.527,2013-08-08T19:05:42.713,2822,2012-09-13T00:00:00.000,5,5
2824,2012-09-11T22:29:34.700,2012-09-12T23:44:42.770,,,6,6
2826,2012-09-12T05:57:07.383,2014-09-18T03:49:44.323,2833,2012-09-19T00:00:00.000,10,10
2836,2012-09-13T10:11:13.327,2013-07-16T20:45:57.660,2840,2012-09-15T00:00:00.000,14,16
2842,2012-09-16T01:22:32.273,2012-10-02T16:44:02.687,,,5,5
2847,2012-09-17T19:20:00.150,2015-04-27T00:45:59.147,2851,2012-09-20T00:00:00.000,8,9
2848,2012-09-17T21:08:28.060,2012-09-18T07:37:24.507,2849,2012-09-17T00:00:00.000,3,4
2853,2012-09-19T14:46:09.087,2013-05-28T18:38:30.123,2855,2012-09-19T00:00:00.000,2,2
2856,2012-09-20T11:29:24.077,2012-09-20T12:38:35.180,2857,2012-09-21T00:00:00.000,5,5
2858,2012-09-20T18:40:57.543,2015-12-07T23:33:13.863,2859,2012-09-20T00:00:00.000,6,6
2860,2012-09-20T22:20:48.790,2012-09-22T01:34:58.923,2861,2012-09-21T00:00:00.000,4,4
2863,2012-09-21T14:55:08.020,2014-05-20T09:58:28.610,2864,2012-09-21T00:00:00.000,5,7
2868,2012-09-22T05:08:59.927,2013-10-02T19:33:30.307,2873,2012-09-24T00:00:00.000,7,7
2869,2012-09-22T05:16:08.437,2015-01-06T02:29:29.507,2874,2012-10-06T00:00:00.000,6,7
2876,2012-09-23T19:35:18.180,2012-09-24T08:19:53.747,2881,2012-09-24T00:00:00.000,13,13
2877,2012-09-24T02:25:24.997,2015-11-30T08:42:37.097,2882,2012-09-25T00:00:00.000,11,11
2879,2012-09-24T02:37:11.997,2015-10-02T07:54:31.347,2880,2012-09-30T00:00:00.000,13,14
2886,2012-09-25T02:30:19.943,2012-09-25T02:45:39.617,2887,2012-09-25T00:00:00.000,2,4
2889,2012-09-27T00:40:53.680,2012-10-01T19:43:34.180,2892,2012-09-29T00:00:00.000,3,4
2890,2012-09-27T00:49:46.760,2013-09-25T16:19:58.377,2891,2012-10-03T00:00:00.000,6,6
2894,2012-09-27T13:36:29.227,2012-09-29T18:14:28.017,2895,2012-09-28T00:00:00.000,3,3
2898,2012-10-01T13:32:34.877,2012-10-01T20:57:39.360,2901,2012-10-01T00:00:00.000,1,1
2899,2012-10-01T16:30:04.923,2015-09-29T22:27:55.970,2900,2012-10-03T00:00:00.000,8,9
2902,2012-10-01T20:44:14.527,2012-10-02T10:59:13.947,2904,2012-10-05T00:00:00.000,8,8
2905,2012-10-02T08:57:51.037,2012-10-11T04:09:16.663,2906,2012-10-04T00:00:00.000,5,7
2913,2012-10-03T16:25:05.703,2012-11-07T18:52:52.577,2919,2012-10-04T00:00:00.000,7,8
2920,2012-10-04T14:17:27.300,2012-10-04T21:27:56.563,2922,2012-10-21T00:00:00.000,4,4
2930,2012-10-08T13:38:35.587,2012-10-09T09:49:20.050,2933,2012-10-11T00:00:00.000,8,9
2931,2012-10-09T03:24:35.970,2012-10-31T10:32:12.820,,,4,4
2934,2012-10-09T08:05:02.913,2012-11-11T07:07:54.817,,,7,7
2939,2012-10-11T00:55:41.723,2014-06-26T23:21:26.283,2944,2013-09-20T00:00:00.000,6,7
2941,2012-10-11T04:10:42.833,2012-10-11T08:43:15.200,2942,2012-10-11T00:00:00.000,4,4
2943,2012-10-11T11:56:32.390,2012-10-14T13:58:54.347,,,7,7
2946,2012-10-14T02:43:32.017,2012-10-18T20:18:35.603,2953,2012-10-17T00:00:00.000,3,4
