QuestionId,CreationDate,LastActivity,Score,AnsCount,CommentCount,FavCount,Votes,ViewCount
1129,2011-12-28T03:17:36.497,2012-05-28T18:01:01.903,3,3,0,,3,3020
1130,2011-12-28T03:25:11.990,2011-12-28T06:19:13.360,4,1,0,,4,140
1137,2011-12-28T15:42:20.997,2014-07-27T18:37:05.713,3,4,1,1,4,1633
1139,2011-12-28T16:02:26.250,2012-01-02T15:03:16.867,5,4,5,1,6,9094
1148,2011-12-29T13:13:38.480,2014-05-18T10:51:51.427,8,1,0,4,18,337
1149,2011-12-29T19:15:40.593,2011-12-31T02:22:25.850,2,2,0,,2,26361
1150,2011-12-29T19:23:55.807,2013-06-03T05:37:16.390,2,1,0,,2,1984
1151,2011-12-29T19:28:00.997,2011-12-30T08:26:40.840,5,2,0,1,6,2135
1153,2011-12-29T19:33:38.537,2011-12-30T11:25:29.217,4,1,0,1,5,981
1155,2011-12-29T20:43:47.943,2012-02-13T07:20:23.427,2,1,0,,3,310
1156,2011-12-29T20:53:36.977,2012-03-12T13:20:42.967,1,2,0,,1,92
1163,2011-12-30T02:49:31.073,2015-10-11T10:24:53.917,2,3,1,,2,125
1164,2011-12-30T03:00:07.203,2012-02-28T16:19:01.467,5,1,0,,5,690
1179,2011-12-31T06:31:29.427,2011-12-31T14:15:49.960,2,1,1,,2,133
1180,2011-12-31T06:37:34.317,2012-01-01T03:25:49.677,3,2,0,,3,153
1181,2011-12-31T06:48:11.117,2012-01-06T13:08:53.930,3,2,1,,3,123
1182,2011-12-31T07:05:58.827,2012-01-04T14:13:36.937,2,1,1,,2,322
1183,2011-12-31T07:47:00.573,2012-01-01T03:21:47.070,2,3,1,,2,1375
1188,2012-01-01T02:12:03.130,2012-01-03T13:56:14.543,3,1,0,,3,180
1194,2012-01-01T20:50:34.267,2012-05-25T21:51:30.520,5,1,1,,6,578
1204,2012-01-02T21:51:34.427,2012-01-04T23:22:10.127,3,1,1,1,4,2940
1208,2012-01-02T23:50:15.433,2012-01-03T22:07:45.947,5,3,1,,5,476
1212,2012-01-03T03:13:43.860,2012-01-03T22:10:10.370,6,1,4,1,7,6693
1219,2012-01-04T05:21:51.800,2013-08-28T18:12:48.797,6,4,2,,6,10375
1220,2012-01-04T12:41:21.970,2012-01-09T19:35:55.323,10,1,0,2,12,2308
1227,2012-01-05T18:32:05.770,2012-01-07T14:54:17.823,5,1,2,,6,142
1229,2012-01-05T21:44:47.807,2015-11-05T14:31:07.987,5,2,2,,5,893
1231,2012-01-05T23:17:21.477,2012-01-06T00:47:33.157,2,1,0,,2,220
1233,2012-01-06T03:49:11.130,2014-12-06T18:38:46.300,4,2,0,,4,1913
1235,2012-01-06T11:10:06.333,2015-07-14T17:38:53.477,12,5,9,1,15,12046
1239,2012-01-06T17:46:01.893,2012-01-06T23:18:46.177,2,1,0,,4,114
1241,2012-01-06T23:23:41.597,2012-01-08T21:56:46.717,2,2,0,,2,686
1243,2012-01-07T05:21:15.273,2012-01-09T20:32:51.500,4,1,5,,4,399
1244,2012-01-07T06:47:48.080,2012-01-09T08:54:02.607,5,1,2,,5,143
1251,2012-01-08T03:44:24.917,2012-01-10T07:52:48.110,1,2,0,,1,171
1252,2012-01-08T03:50:13.190,2014-08-02T15:29:12.130,4,1,0,,4,961
1253,2012-01-08T03:52:38.337,2012-01-08T09:31:01.470,4,2,0,2,6,1453
1255,2012-01-08T04:00:29.413,2012-01-15T18:36:17.213,4,3,0,,4,2420
1262,2012-01-08T22:46:11.027,2012-01-09T08:50:39.487,4,1,0,,4,227
1263,2012-01-08T22:57:59.003,2012-10-01T17:49:03.527,4,1,0,,4,14132
1266,2012-01-09T08:41:57.720,2013-09-06T08:44:09.240,8,3,0,,8,556
1268,2012-01-09T16:40:11.683,2012-10-11T04:53:36.327,9,3,0,,9,2783
1273,2012-01-10T00:04:49.163,2015-12-24T05:24:20.543,24,10,6,7,31,13105
1278,2012-01-10T04:08:29.257,2012-01-10T09:01:52.970,1,1,0,,1,119
1279,2012-01-10T04:13:35.567,2015-11-06T12:51:41.510,7,4,4,,7,2017
1280,2012-01-10T04:16:40.897,2014-12-31T15:26:45.827,3,4,3,1,4,34664
1281,2012-01-10T04:18:48.333,2012-03-12T13:29:00.880,2,1,0,,2,255
1283,2012-01-10T04:24:07.827,2012-01-10T06:18:30.953,2,1,0,,2,427
1285,2012-01-10T04:27:57.180,2013-12-09T04:32:56.887,1,3,1,,2,2919
1286,2012-01-10T04:29:55.633,2012-01-10T05:28:20.170,3,1,0,,3,172
1287,2012-01-10T04:33:23.023,2012-01-10T11:07:07.190,1,2,0,1,2,666
1291,2012-01-10T06:53:14.443,2012-01-13T08:55:02.350,5,1,0,,5,1656
1301,2012-01-10T14:40:34.393,2015-07-10T04:18:06.117,11,6,1,,11,9079
1308,2012-01-10T23:15:30.673,2012-01-11T20:38:30.537,7,2,0,1,8,5038
1311,2012-01-11T03:46:13.963,2012-01-12T00:36:01.110,9,3,3,1,10,2141
1320,2012-01-11T19:34:37.183,2015-02-20T02:00:42.637,5,1,1,,6,10750
1322,2012-01-12T01:09:38.893,2012-01-12T07:53:05.727,3,1,0,,3,134
1323,2012-01-12T03:50:35.990,2015-01-31T05:42:18.960,5,9,2,1,7,5823
1324,2012-01-12T03:59:40.033,2014-06-27T18:16:42.260,0,4,1,1,2,927
1325,2012-01-12T04:17:12.157,2014-10-21T02:17:09.467,8,4,2,,8,56022
1326,2012-01-12T04:26:04.857,2012-01-12T07:29:17.480,1,1,0,1,2,5130
1327,2012-01-12T04:29:37.753,2015-12-10T13:56:09.670,2,3,2,,2,625
1328,2012-01-12T04:35:20.927,2015-04-13T11:38:46.317,2,2,2,,2,4594
1329,2012-01-12T04:38:51.950,2012-01-13T12:19:56.773,3,3,0,,3,3766
1331,2012-01-12T04:43:37.153,2014-09-18T20:49:55.057,6,4,0,1,7,4248
1350,2012-01-12T19:11:32.053,2012-01-19T12:11:37.970,11,2,1,,15,1542
1357,2012-01-13T03:52:25.273,2015-03-25T15:19:54.637,5,6,4,,6,2837
1358,2012-01-13T04:06:42.520,2012-01-16T08:11:50.087,6,1,0,,6,124
1359,2012-01-13T04:11:31.327,2016-01-01T22:29:54.493,4,7,2,,4,8719
1360,2012-01-13T04:15:16.553,2012-02-10T00:15:33.210,2,2,6,,2,2517
1361,2012-01-13T04:18:13.437,2012-01-13T09:46:33.863,2,1,0,,2,388
1362,2012-01-13T04:20:52.733,2014-05-18T02:20:52.677,6,3,0,2,8,7756
1375,2012-01-13T22:11:15.200,2012-01-16T18:01:46.830,2,3,0,,2,134
1384,2012-01-15T02:08:00.143,2013-03-08T16:41:55.407,3,3,5,1,6,880
1385,2012-01-15T09:24:09.233,2014-12-03T01:18:28.083,10,3,0,2,12,2491
1390,2012-01-15T21:46:35.750,2012-03-12T13:20:21.907,5,3,0,,5,1833
1392,2012-01-15T22:19:44.697,2013-02-04T12:49:18.983,6,2,3,,6,7027
1394,2012-01-16T02:54:02.833,2012-01-16T07:31:00.743,2,1,0,1,3,388
1395,2012-01-16T03:04:11.090,2014-03-27T20:11:20.187,9,7,1,3,12,1939
1396,2012-01-16T03:14:59.270,2012-02-26T14:51:57.993,1,1,8,,1,385
1404,2012-01-16T14:25:16.997,2012-01-16T15:33:58.283,2,1,1,,2,469
1406,2012-01-16T16:31:53.107,2012-01-17T19:30:59.910,4,3,1,2,7,11887
1407,2012-01-16T17:10:29.753,2012-01-17T20:53:05.680,8,3,0,,8,2525
1411,2012-01-16T19:29:01.383,2014-02-20T23:28:39.197,6,1,0,,6,11976
1412,2012-01-16T19:32:47.133,2012-01-16T21:23:57.040,4,1,0,,4,1130
1415,2012-01-16T19:47:14.973,2012-01-17T10:56:16.383,3,2,1,,3,9315
1417,2012-01-16T21:37:39.667,2012-01-16T22:21:24.293,8,2,0,,8,6155
1421,2012-01-16T22:35:29.633,2014-01-10T15:34:24.197,1,2,1,,1,6026
1422,2012-01-16T23:02:30.090,2012-01-17T00:03:10.270,1,2,0,,1,3406
1427,2012-01-17T04:00:54.280,2012-01-17T17:53:56.913,4,2,3,,5,419
1429,2012-01-17T06:07:49.663,2012-01-17T07:26:37.433,5,1,0,,5,4282
1430,2012-01-17T06:10:07.960,2012-01-17T07:02:26.130,1,1,0,,1,395
1431,2012-01-17T06:12:26.443,2013-08-15T12:38:50.933,1,3,0,,1,9988
1432,2012-01-17T06:15:47.343,2012-01-17T08:28:07.593,2,1,0,,2,6143
1433,2012-01-17T06:19:07.743,2013-05-28T18:39:00.437,2,3,0,,2,1305
1434,2012-01-17T06:22:03.463,2012-01-17T07:44:56.860,1,2,0,,1,1118
1435,2012-01-17T06:26:42.037,2015-08-28T13:10:27.757,9,6,0,,10,3506
1450,2012-01-17T14:08:42.743,2012-01-17T15:43:33.490,5,2,3,,5,550
1454,2012-01-17T17:46:43.677,2012-01-17T22:57:08.270,1,1,0,,1,111
1456,2012-01-17T18:23:39.107,2015-10-08T17:03:45.247,7,5,0,,9,3857
1460,2012-01-17T19:38:26.053,2012-12-07T03:35:01.840,8,4,1,,8,2875
1461,2012-01-17T20:11:06.607,2012-03-12T13:29:35.170,3,1,0,,3,1334
1465,2012-01-18T03:18:12.497,2012-01-18T12:24:24.353,1,1,1,,1,8475
1466,2012-01-18T03:46:42.310,2012-01-18T12:38:40.290,2,1,0,,2,279
1467,2012-01-18T04:10:04.860,2013-07-31T16:59:01.657,3,3,1,,3,828
1472,2012-01-18T15:51:06.963,2013-02-21T13:28:00.670,13,4,3,1,14,2881
1473,2012-01-18T17:08:53.253,2012-01-20T08:01:31.287,1,1,0,,1,1487
1474,2012-01-18T17:11:32.843,2014-06-22T19:19:19.047,10,6,4,6,19,15497
1475,2012-01-18T17:18:19.713,2015-09-09T08:36:50.830,5,4,4,1,6,184
1477,2012-01-18T17:22:45.697,2012-01-18T17:40:59.427,3,1,0,,3,1871
1479,2012-01-18T17:36:41.210,2012-01-18T19:25:40.320,3,1,0,,3,1126
1480,2012-01-18T17:39:38.680,2012-01-18T18:15:08.167,3,1,0,,3,3094
1484,2012-01-18T19:15:18.183,2012-01-18T19:33:13.007,2,1,0,1,3,100
1490,2012-01-18T23:45:02.143,2012-01-19T15:15:14.153,2,1,0,1,3,539
1491,2012-01-18T23:47:42.810,2012-01-19T07:09:38.883,1,1,0,,1,280
1492,2012-01-18T23:51:45.003,2012-03-08T00:20:08.990,4,1,0,2,6,3081
1493,2012-01-18T23:56:36.337,2012-01-19T11:28:22.303,2,1,0,,2,251
1498,2012-01-19T10:00:03.070,2012-01-19T10:25:27.440,4,1,2,,4,88
1499,2012-01-19T10:17:01.567,2012-01-19T11:29:39.980,3,2,0,,3,488
1504,2012-01-19T15:25:57.250,2013-07-30T16:40:38.197,5,3,3,,5,2215
1506,2012-01-19T17:18:13.713,2012-03-12T13:21:49.063,3,2,2,1,5,8418
1507,2012-01-19T17:24:21.800,2012-01-20T03:03:22.993,2,3,8,,3,1806
1508,2012-01-19T17:29:01.760,2013-11-15T03:39:14.670,6,4,5,1,7,23847
1509,2012-01-19T17:32:41.427,2012-06-21T15:57:48.167,1,2,1,,1,1561
1510,2012-01-19T17:41:38.563,2015-03-14T19:28:46.003,3,1,0,,3,5709
1511,2012-01-19T17:56:57.033,2012-01-19T18:53:22.317,1,2,0,,1,195
1520,2012-01-19T22:34:42.513,2013-01-27T23:53:16.703,3,3,0,1,4,3040
1521,2012-01-19T22:46:05.163,2012-02-13T07:21:27.753,3,2,1,,4,1089
1524,2012-01-20T02:55:17.530,2012-01-24T17:07:12.910,7,3,2,1,8,606
1525,2012-01-20T04:35:16.040,2012-01-21T15:31:43.127,3,1,3,,3,134
1528,2012-01-20T17:38:56.350,2012-02-13T07:21:25.163,2,3,0,1,3,10010
1529,2012-01-20T17:44:36.607,2012-01-20T18:51:12.537,2,1,0,,2,298
1530,2012-01-20T17:49:56.377,2012-01-20T20:33:19.233,2,2,0,,2,2674
1538,2012-01-21T14:19:31.123,2012-01-21T15:41:50.830,5,1,0,,5,323
1539,2012-01-21T14:55:02.233,2015-09-10T09:07:36.800,6,1,7,,6,99
1545,2012-01-22T06:49:14.880,2012-01-22T15:39:11.813,4,1,4,,4,111
1547,2012-01-22T16:32:22.233,2012-06-30T00:14:10.313,3,1,1,,3,364
1550,2012-01-23T09:24:30.393,2012-01-24T10:44:00.647,7,1,3,1,8,1835
1551,2012-01-23T09:47:13.317,2012-01-24T10:51:12.973,2,1,0,,2,170
1554,2012-01-23T15:24:39.403,2012-01-23T19:08:36.780,2,2,8,,3,5674
1557,2012-01-23T17:37:30.997,2013-10-24T14:44:56.457,2,2,0,,3,215
1558,2012-01-23T17:44:01.547,2012-03-02T00:40:25.603,2,2,0,1,3,554
1559,2012-01-23T17:55:05.280,2012-03-01T19:51:13.203,3,3,0,,3,476
1563,2012-01-23T19:03:09.067,2012-01-24T09:17:33.733,3,2,0,,3,2071
1564,2012-01-23T19:15:49.607,2012-01-24T17:36:07.763,3,2,0,1,4,365
1565,2012-01-23T21:31:21.650,2012-01-24T10:40:41.260,2,2,5,1,3,1224
1566,2012-01-23T22:17:41.747,2012-01-24T03:11:17.963,5,2,0,,5,1334
1567,2012-01-23T22:22:16.340,2012-01-23T22:34:41.360,2,1,0,1,3,4933
1575,2012-01-24T03:07:42.173,2013-01-27T23:41:00.640,6,3,0,,6,626
1581,2012-01-24T23:34:44.797,2015-04-09T19:54:22.117,8,6,2,1,9,9778
1584,2012-01-25T14:56:43.997,2012-01-25T16:18:14.960,4,2,2,,4,2951
1588,2012-01-25T21:04:11.520,2012-01-26T14:25:28.823,6,1,0,,6,966
1590,2012-01-26T00:38:17.497,2012-06-07T16:34:23.603,8,3,1,1,9,283
1593,2012-01-26T17:50:40.207,2012-01-27T22:54:26.477,1,2,2,1,2,1279
1594,2012-01-26T17:52:59.533,2014-11-10T22:15:05.630,1,2,0,1,2,1141
1595,2012-01-26T17:59:51.207,2012-01-27T22:09:29.437,2,3,0,,2,606
1596,2012-01-26T18:03:25.740,2012-01-27T22:05:06.383,1,2,0,,1,193
1600,2012-01-26T19:09:39.193,2012-01-30T08:55:20.220,6,4,1,1,7,14312
1605,2012-01-27T01:41:58.773,2012-01-27T15:05:06.843,8,1,2,1,10,1199
1612,2012-01-27T14:39:57.063,2012-01-30T21:47:02.250,4,3,0,,4,1960
1614,2012-01-27T16:31:58.527,2012-01-30T15:33:11.463,3,2,4,,4,485
1615,2012-01-27T19:13:49.117,2012-01-30T15:30:05.243,3,5,6,1,4,250
1625,2012-01-28T04:15:27.927,2013-10-05T19:16:05.507,6,5,2,,6,2186
1628,2012-01-28T15:29:56.587,2012-01-29T01:23:21.150,2,1,1,,2,168
1632,2012-01-29T01:12:14.823,2012-01-29T03:48:22.860,0,1,4,,7,121
1636,2012-01-29T22:00:54.527,2012-01-30T16:59:47.703,4,2,0,,4,132
1637,2012-01-29T22:08:59.167,2012-06-08T20:37:21.550,2,1,1,,2,214
1638,2012-01-29T22:46:56.250,2012-02-05T12:16:00.540,3,2,3,,3,981
1642,2012-01-30T01:34:33.437,2012-02-17T08:32:43.153,6,1,0,,6,2987
1643,2012-01-30T02:37:46.490,2012-01-30T14:42:08.720,1,2,0,,1,101
1644,2012-01-30T02:43:35.530,2012-04-15T17:50:00.933,2,3,1,,2,144
1654,2012-01-31T11:29:32.977,2012-11-17T11:18:17.883,7,3,1,1,8,3790
1657,2012-01-31T14:24:54.877,2012-03-05T13:00:41.133,5,1,0,,5,114
1660,2012-01-31T18:13:33.000,2012-01-31T21:30:49.340,1,1,6,,1,145
1661,2012-01-31T18:18:05.133,2012-01-31T19:00:57.327,3,2,0,,3,4000
1662,2012-01-31T18:33:47.407,2015-06-28T23:03:52.510,2,2,2,,2,5062
1666,2012-01-31T21:24:55.930,2015-08-28T16:51:03.053,7,3,1,1,8,2010
1672,2012-02-01T12:29:36.553,2012-02-03T21:23:14.527,9,1,5,,10,673
1674,2012-02-01T15:43:39.123,2015-07-22T13:36:06.797,9,2,1,,9,593
1677,2012-02-01T19:30:07.003,2012-02-27T16:21:11.613,2,1,0,,2,319
1678,2012-02-01T19:52:27.223,2012-02-02T03:02:56.610,2,2,3,,2,338
1684,2012-02-02T18:37:10.343,2014-08-01T04:43:31.600,3,3,0,,3,523
1687,2012-02-02T22:28:06.613,2012-02-03T15:11:21.097,2,1,0,,2,672
1688,2012-02-03T00:18:47.470,2013-07-05T17:49:25.697,1,1,0,,1,786
1689,2012-02-03T00:35:58.933,2012-02-18T08:13:22.983,3,1,0,1,4,2452
1690,2012-02-03T00:48:36.543,2014-12-03T16:23:43.353,5,4,1,,5,6221
1691,2012-02-03T01:16:02.033,2012-02-08T15:05:45.853,2,3,0,,2,1258
1692,2012-02-03T01:32:17.957,2012-02-03T03:27:42.160,2,1,0,1,3,1308
1693,2012-02-03T01:52:09.303,2012-02-03T03:24:38.847,3,2,2,,3,4933
1694,2012-02-03T02:10:09.673,2015-10-22T12:18:13.987,0,3,3,,2,3928
1695,2012-02-03T02:15:51.320,2015-03-21T11:39:11.267,4,5,2,,5,72805
1696,2012-02-03T02:24:27.173,2013-03-27T02:08:08.560,3,3,0,,3,3275
1703,2012-02-03T04:39:50.340,2012-02-20T21:56:17.023,4,1,0,,4,130
1711,2012-02-03T22:21:43.127,2013-04-09T21:23:40.330,2,3,0,,2,137
1712,2012-02-03T22:27:57.050,2012-02-06T03:41:46.860,3,2,2,,3,24657
1713,2012-02-03T22:40:54.507,2012-02-04T22:06:48.487,3,1,0,,3,582
1715,2012-02-04T04:54:13.453,2012-02-05T09:56:02.770,5,1,0,,5,608
1716,2012-02-04T05:04:10.553,2012-02-05T17:37:22.510,3,1,4,,3,1079
1728,2012-02-06T10:20:27.933,2015-07-07T22:58:06.207,13,3,1,4,17,4557
1729,2012-02-06T10:51:17.693,2012-02-06T16:32:22.710,3,2,0,,3,390
1733,2012-02-06T17:27:06.123,2012-02-08T20:47:20.500,1,3,0,,1,171
1734,2012-02-06T17:39:38.510,2014-08-01T03:38:29.037,0,2,0,,2,561
1735,2012-02-06T17:58:20.187,2015-09-07T17:52:19.893,3,4,0,2,5,3317
1736,2012-02-06T18:56:00.927,2012-02-08T14:27:00.370,1,3,0,,1,4635
1743,2012-02-07T01:03:32.893,2012-02-08T13:30:40.580,6,3,6,,6,137
1745,2012-02-07T06:50:19.907,2013-01-28T00:00:19.680,4,2,0,,4,1111
1747,2012-02-07T13:32:55.497,2012-07-07T08:54:55.120,2,2,0,,3,88
1751,2012-02-07T15:28:03.373,2012-02-08T23:00:55.437,2,2,8,,2,324
1753,2012-02-07T17:59:34.187,2012-04-12T19:22:23.910,4,1,0,1,5,436
1754,2012-02-07T18:03:20.533,2012-06-14T02:36:08.887,6,3,0,,6,780
1755,2012-02-07T18:10:44.633,2012-02-19T16:54:00.410,14,4,0,3,19,6365
1765,2012-02-08T03:46:25.677,2012-03-12T13:29:15.717,6,1,0,,6,2722
1766,2012-02-08T04:31:42.860,2012-03-12T13:30:13.423,4,3,0,,4,217
1767,2012-02-08T04:52:29.510,2012-02-08T20:20:53.310,1,2,1,,1,92
1774,2012-02-08T17:13:57.313,2012-02-10T21:22:34.107,8,3,1,0,8,350
1778,2012-02-08T20:07:39.550,2012-10-21T03:08:03.273,4,3,4,,4,252
1785,2012-02-09T13:25:12.693,2012-02-09T23:34:59.923,6,1,5,1,7,108
1787,2012-02-09T17:08:56.253,2014-02-04T00:01:58.660,5,3,2,1,6,14828
1790,2012-02-09T19:36:10.533,2015-07-18T10:06:43.287,24,3,0,3,27,2685
1793,2012-02-10T05:17:06.177,2014-04-20T16:11:11.577,9,6,3,5,15,9610
1800,2012-02-11T15:50:46.637,2015-11-24T03:07:57.597,5,3,6,,11,831
1805,2012-02-12T22:26:11.163,2012-02-13T07:18:55.323,4,1,1,,4,84
1809,2012-02-13T08:59:40.960,2013-05-19T05:52:00.113,6,2,0,,6,107
1812,2012-02-13T17:06:20.263,2012-02-13T17:06:20.263,1,0,3,,1,516
1814,2012-02-13T20:33:57.257,2012-02-13T22:41:51.603,2,2,3,,5,177
1818,2012-02-14T03:47:48.657,2012-02-14T10:30:10.430,4,1,1,,4,512
1820,2012-02-15T03:30:38.290,2012-02-19T02:17:37.097,2,3,2,,6,480
1826,2012-02-15T23:03:12.667,2015-09-15T01:16:11.527,9,6,2,,9,30444
1828,2012-02-16T15:18:15.173,2014-05-27T21:59:08.893,3,2,4,0,3,3397
1830,2012-02-16T22:30:51.413,2012-03-12T13:23:34.197,5,3,0,2,7,699
1834,2012-02-18T11:47:13.057,2012-02-19T20:12:58.657,5,2,5,,5,213
1840,2012-02-20T01:48:55.810,2015-09-28T05:18:26.250,9,6,4,2,11,18358
1841,2012-02-20T04:12:11.610,2015-05-26T22:19:18.647,3,1,0,,4,6880
1846,2012-02-20T18:18:01.867,2012-02-25T12:20:14.730,1,2,0,,2,148
1851,2012-02-21T17:47:25.280,2012-02-22T14:38:27.990,3,3,0,,3,648
1855,2012-02-21T22:16:04.040,2015-05-26T04:57:09.620,9,3,2,3,12,40176
1859,2012-02-22T15:30:34.730,2012-02-25T12:22:14.930,7,1,4,,7,266
1862,2012-02-22T22:14:12.070,2012-03-02T20:57:40.980,2,3,4,,2,122
1865,2012-02-23T17:35:03.660,2012-02-24T17:31:55.287,7,2,0,1,8,5051
1869,2012-02-24T17:54:45.383,2012-02-26T02:16:01.950,6,2,1,,6,1133
1871,2012-02-26T00:23:08.123,2015-07-27T14:14:27.553,10,3,0,,10,658
1875,2012-02-26T19:26:58.153,2012-04-09T19:40:52.590,5,2,1,,5,112
1882,2012-02-27T15:08:40.137,2014-03-20T22:03:03.707,8,2,0,,8,1377
1883,2012-02-27T15:19:44.040,2015-06-12T11:40:42.560,6,2,0,,6,253
1886,2012-02-27T16:24:26.610,2012-06-14T02:30:36.163,6,2,0,,7,146
1890,2012-02-27T20:57:15.777,2012-03-01T02:19:31.797,-7,2,3,,7,469
1891,2012-02-27T21:35:39.350,2015-12-02T16:42:47.290,8,4,0,1,9,1416
1915,2012-02-28T00:09:50.217,2012-07-04T22:10:22.467,10,3,3,,12,3500
1920,2012-02-28T14:24:33.420,2012-06-21T15:56:48.590,3,2,0,,5,134
1925,2012-02-29T15:32:09.177,2012-03-01T06:16:36.463,7,1,7,1,8,996
1926,2012-02-29T20:15:25.373,2012-03-01T03:32:38.917,6,4,1,,6,103
1930,2012-03-01T00:15:12.557,2012-03-27T08:40:24.890,4,3,0,,4,831
1931,2012-03-01T00:21:48.570,2012-03-01T10:21:45.077,4,2,1,1,6,1913
1932,2012-03-01T00:25:54.230,2012-03-01T02:09:38.597,2,1,0,,2,928
1933,2012-03-01T00:31:26.250,2014-08-01T04:15:53.600,3,2,0,,4,13432
1942,2012-03-01T09:01:25.897,2012-10-03T11:19:17.997,0,2,0,,2,94
1943,2012-03-01T10:47:32.213,2012-03-01T17:54:57.727,3,2,1,,3,115
1948,2012-03-01T17:30:45.760,2012-03-03T14:57:27.903,5,1,1,,5,528
1950,2012-03-01T20:49:10.213,2015-12-03T20:09:11.313,19,3,10,4,25,567
1954,2012-03-04T01:16:16.453,2013-12-23T10:07:32.230,6,2,1,,6,202
1957,2012-03-04T18:36:49.833,2012-03-05T13:02:21.193,5,2,0,,5,107
1960,2012-03-04T21:54:44.200,2013-05-25T22:34:01.820,9,4,0,,10,5071
1962,2012-03-05T22:16:24.253,2012-06-14T02:35:13.503,2,1,1,,2,640
1964,2012-03-06T17:57:18.173,2013-02-22T08:41:34.253,2,2,0,1,3,1124
1965,2012-03-06T18:07:07.257,2012-03-09T08:24:43.267,2,3,0,1,3,1133
1969,2012-03-07T03:31:51.170,2014-06-26T06:28:36.077,16,11,0,,16,30663
1977,2012-03-08T15:07:56.540,2012-06-03T09:42:25.427,12,3,1,,12,1537
1980,2012-03-09T00:10:19.887,2012-06-14T02:31:32.603,6,2,0,,6,289
1986,2012-03-09T17:33:01.807,2012-06-10T15:54:39.867,0,1,9,,8,733
1988,2012-03-10T19:21:14.927,2012-04-18T21:25:09.730,5,2,0,,5,447
1991,2012-03-11T15:46:13.803,2012-03-14T22:32:04.863,6,1,2,,6,203
1993,2012-03-11T21:15:52.717,2012-03-12T14:27:28.397,9,1,1,,9,227
1996,2012-03-13T16:16:10.280,2012-06-14T02:31:44.960,9,1,0,2,11,2684
1998,2012-03-14T03:34:53.793,2012-06-22T02:27:50.700,6,3,0,,6,950
2000,2012-03-14T15:41:04.980,2012-03-14T22:18:30.610,3,1,4,,4,50472
2003,2012-03-15T01:06:32.273,2012-06-14T02:32:16.113,9,5,1,,10,635
2011,2012-03-16T00:51:24.373,2012-03-16T17:50:35.077,7,1,0,1,8,634
2013,2012-03-16T15:17:08.443,2012-03-18T04:36:58.843,8,1,4,,8,849
2014,2012-03-16T17:43:39.827,2012-03-21T20:45:39.683,8,2,0,1,9,190
2016,2012-03-17T18:38:40.983,2012-03-19T16:53:41.880,6,1,0,,6,363
2019,2012-03-17T21:52:21.667,2012-03-19T16:52:26.373,6,1,1,,6,92
2023,2012-03-19T21:22:08.863,2012-03-21T22:44:14.847,7,5,0,,8,300
2025,2012-03-19T22:47:23.263,2012-03-19T23:39:18.750,4,1,0,,4,172
2028,2012-03-20T06:40:00.837,2013-05-28T18:45:13.263,10,1,0,,10,589
2031,2012-03-20T16:51:33.273,2012-03-20T17:50:58.820,3,2,1,1,4,667
2032,2012-03-20T17:11:37.180,2014-10-23T15:01:18.270,1,4,0,1,2,1639
2036,2012-03-21T01:01:39.720,2012-04-18T21:13:19.910,7,2,0,,9,248
2045,2012-03-22T21:23:50.633,2015-12-15T22:25:04.533,13,10,5,,13,3482
2047,2012-03-23T02:48:26.420,2012-03-24T08:08:03.397,4,1,0,1,5,1505
2049,2012-03-23T05:06:59.167,2012-03-24T08:01:55.493,6,2,0,,6,819
2054,2012-03-23T17:37:05.020,2015-07-06T14:34:00.553,3,3,1,,3,206
2057,2012-03-24T13:27:20.220,2012-03-24T13:27:20.220,4,0,3,,7,152
2058,2012-03-25T18:34:37.217,2012-03-26T16:52:23.747,5,1,3,,7,218
2062,2012-03-27T21:56:40.970,2014-12-25T17:38:29.340,5,3,3,,6,326
2065,2012-03-28T04:50:01.170,2012-05-07T17:41:30.930,13,5,4,,15,1073
2067,2012-03-28T07:34:54.953,2012-03-28T21:57:51.273,7,2,1,,8,4119
2075,2012-03-29T13:22:28.537,2012-04-12T22:45:48.230,7,2,1,,7,374
2078,2012-03-29T17:11:12.620,2012-03-30T09:09:29.167,5,2,0,1,6,729
2079,2012-03-29T17:59:14.430,2015-10-22T03:05:29.950,10,11,4,0,13,2544
2085,2012-03-30T13:34:25.237,2015-07-30T14:02:15.280,3,6,0,,5,864
2089,2012-03-30T19:29:01.730,2012-03-30T21:03:29.547,4,1,0,,5,149
2091,2012-03-30T20:17:04.650,2015-11-17T18:34:41.023,11,9,2,,11,1342
2098,2012-04-05T23:36:43.373,2012-04-06T20:09:44.740,5,1,0,,6,75
2101,2012-04-08T12:52:55.687,2012-04-18T21:18:09.253,3,2,2,,3,71
2103,2012-04-09T03:35:47.327,2012-04-09T08:01:23.957,3,2,1,,4,158
2104,2012-04-09T03:42:11.750,2015-07-16T02:33:59.607,7,6,0,1,9,464
2112,2012-04-09T20:15:47.770,2012-06-30T00:50:10.173,4,2,0,,4,252
2115,2012-04-10T05:50:21.463,2014-08-14T08:00:43.067,3,3,0,,3,193
2116,2012-04-10T06:26:12.837,2012-04-13T10:49:50.357,5,2,0,,5,1072
2119,2012-04-10T21:57:57.793,2015-09-20T20:18:47.523,13,4,9,2,16,6049
2121,2012-04-11T03:07:32.200,2012-05-30T20:38:16.350,19,5,0,4,23,2328
