,Accepted,AcceptedAnsId,Age_vot,AnsId,AnsRank,Ans_count,DRank,Downvotes,Norm_DRank,Norm_Pos,QuestionId,ReScore,Score,Upvotes,Votes,Norm_Pos_2
2643,False,-1.0,1337,928,2,3,1,0.0,0.333333333333,0.666666666667,924.0,0.857142857143,1.0,1.0,0.0,0.444444444444
2631,False,-1.0,1337,925,3,3,0,0.0,0.0,1.0,924.0,0.0,0.0,1.0,1.0,1.0
2670,False,-1.0,5,967,1,1,0,0.0,0.0,1.0,932.0,0.0,0.0,1.0,1.0,1.0
2671,True,967.0,6,967,1,1,0,0.0,0.0,1.0,932.0,0.0,1.0,1.0,1.0,1.0
2672,True,967.0,435,967,1,1,0,0.0,0.0,1.0,932.0,0.5,1.0,1.0,1.0,1.0
2661,False,-1.0,1,938,1,2,0,0.0,0.0,0.5,933.0,0.0,0.0,2.0,2.0,0.25
2678,False,-1.0,1,972,2,2,0,0.0,0.0,1.0,933.0,0.0,0.0,2.0,2.0,1.0
2679,False,-1.0,2,972,1,2,0,0.0,0.0,0.5,933.0,0.0,2.0,1.0,1.0,0.25
2661,False,-1.0,2,938,2,2,0,0.0,0.0,1.0,933.0,0.0,0.0,2.0,0.0,1.0
2680,False,-1.0,3,972,1,2,0,0.0,0.0,0.5,933.0,0.666666666667,1.0,1.0,1.0,0.25
2661,False,-1.0,3,938,2,2,0,0.0,0.0,1.0,933.0,0.0,0.0,2.0,0.0,1.0
2662,False,-1.0,1,939,1,1,0,0.0,0.0,1.0,934.0,0.0,0.0,4.0,4.0,1.0
2663,True,939.0,2,939,1,1,0,0.0,0.0,1.0,934.0,0.0,4.0,1.0,1.0,1.0
2664,True,939.0,3,939,1,1,0,0.0,0.0,1.0,934.0,0.8,1.0,1.0,1.0,1.0
2665,True,939.0,15,939,1,1,0,0.0,0.0,1.0,934.0,0.833333333333,1.0,1.0,1.0,1.0
2666,True,939.0,723,939,1,1,0,0.0,0.0,1.0,934.0,0.857142857143,1.0,1.0,1.0,1.0
2655,False,-1.0,0,937,1,1,0,0.0,0.0,1.0,935.0,0.0,0.0,1.0,1.0,1.0
2656,True,937.0,1,937,1,1,0,0.0,0.0,1.0,935.0,0.0,1.0,1.0,1.0,1.0
2657,True,937.0,2,937,1,1,0,0.0,0.0,1.0,935.0,0.5,1.0,3.0,3.0,1.0
2658,True,937.0,3,937,1,1,0,0.0,0.0,1.0,935.0,0.666666666667,3.0,1.0,1.0,1.0
2659,True,937.0,786,937,1,1,0,0.0,0.0,1.0,935.0,0.833333333333,1.0,2.0,2.0,1.0
2660,True,937.0,923,937,1,1,0,0.0,0.0,1.0,935.0,0.857142857143,2.0,1.0,1.0,1.0
2660,False,-1.0,958,937,1,2,0,0.0,0.0,0.5,935.0,0.857142857143,2.0,1.0,0.0,0.25
10559,False,-1.0,958,7038,2,2,0,0.0,0.0,1.0,935.0,0.0,0.0,1.0,1.0,1.0
2660,True,937.0,959,937,1,2,0,0.0,0.0,0.5,935.0,0.857142857143,2.0,1.0,0.0,0.25
10560,False,937.0,959,7038,2,2,0,0.0,0.0,1.0,935.0,0.0,1.0,1.0,1.0,1.0
2706,False,-1.0,1,984,1,1,0,0.0,0.0,1.0,964.0,0.0,0.0,2.0,2.0,1.0
2707,True,984.0,2,984,1,1,0,0.0,0.0,1.0,964.0,0.0,2.0,1.0,1.0,1.0
2708,True,984.0,3,984,1,1,0,0.0,0.0,1.0,964.0,0.666666666667,1.0,1.0,1.0,1.0
2673,False,-1.0,0,968,1,1,0,0.0,0.0,1.0,965.0,0.0,0.0,3.0,3.0,1.0
2689,True,981.0,1,981,1,2,0,0.0,0.0,0.5,965.0,0.0,0.0,5.0,5.0,0.25
2674,False,981.0,1,968,2,2,0,0.0,0.0,1.0,965.0,0.0,3.0,3.0,3.0,1.0
2690,True,981.0,2,981,1,2,-1,0.0,-0.5,0.5,965.0,0.0,5.0,1.0,1.0,0.25
2675,False,981.0,2,968,2,2,1,0.0,0.5,1.0,965.0,0.75,3.0,2.0,2.0,1.0
2691,True,981.0,4,981,1,2,0,0.0,0.0,0.5,965.0,0.833333333333,1.0,1.0,1.0,0.25
2675,False,981.0,4,968,2,2,0,0.0,0.0,1.0,965.0,0.75,3.0,2.0,0.0,1.0
2692,True,981.0,10,981,1,2,0,0.0,0.0,0.5,965.0,0.857142857143,1.0,1.0,1.0,0.25
2675,False,981.0,10,968,2,2,0,0.0,0.0,1.0,965.0,0.75,3.0,2.0,0.0,1.0
2676,False,-1.0,0,971,1,1,0,0.0,0.0,1.0,969.0,0.0,0.0,1.0,1.0,1.0
2686,True,978.0,1,978,1,3,0,0.0,0.0,0.333333333333,969.0,0.0,0.0,3.0,3.0,0.111111111111
2677,False,978.0,1,971,2,3,0,0.0,0.0,0.666666666667,969.0,0.0,1.0,1.0,1.0,0.444444444444
2681,False,978.0,1,975,3,3,0,0.0,0.0,1.0,969.0,0.0,0.0,2.0,2.0,1.0
2687,False,-1.0,1,979,1,2,0,0.0,0.0,0.5,970.0,0.0,0.0,2.0,2.0,0.25
2709,False,-1.0,1,985,2,2,0,0.0,0.0,1.0,970.0,0.0,0.0,1.0,1.0,1.0
2688,True,979.0,2,979,1,2,0,0.0,0.0,0.5,970.0,0.0,2.0,1.0,1.0,0.25
2709,False,979.0,2,985,2,2,0,0.0,0.0,1.0,970.0,0.0,0.0,1.0,0.0,1.0
2682,False,-1.0,0,976,1,1,0,0.0,0.0,1.0,973.0,0.0,0.0,6.0,6.0,1.0
2683,True,976.0,1,976,1,1,0,0.0,0.0,1.0,973.0,0.0,6.0,1.0,1.0,1.0
2684,True,976.0,4,976,1,1,0,0.0,0.0,1.0,973.0,0.857142857143,1.0,1.0,1.0,1.0
2685,False,-1.0,0,977,1,3,0,0.0,0.0,0.333333333333,974.0,0.0,0.0,3.0,3.0,0.111111111111
2704,False,-1.0,0,983,2,3,0,0.0,0.0,0.666666666667,974.0,0.0,0.0,1.0,1.0,0.444444444444
2710,False,-1.0,0,986,3,3,0,0.0,0.0,1.0,974.0,0.0,0.0,1.0,1.0,1.0
2685,True,977.0,1,977,1,3,0,0.0,0.0,0.333333333333,974.0,0.0,0.0,3.0,0.0,0.111111111111
2705,False,977.0,1,983,2,3,0,0.0,0.0,0.666666666667,974.0,0.0,1.0,1.0,1.0,0.444444444444
2711,False,977.0,1,986,3,3,0,0.0,0.0,1.0,974.0,0.0,1.0,1.0,1.0,1.0
2685,True,977.0,12,977,1,3,-1,0.0,-0.333333333333,0.333333333333,974.0,0.0,0.0,3.0,0.0,0.111111111111
2712,False,977.0,12,986,2,3,1,0.0,0.333333333333,0.666666666667,974.0,0.5,1.0,1.0,1.0,0.444444444444
2705,False,977.0,12,983,3,3,0,0.0,0.0,1.0,974.0,0.0,1.0,1.0,0.0,1.0
2712,False,-1.0,703,986,1,4,0,0.0,0.0,0.25,974.0,0.5,1.0,1.0,0.0,0.0625
2705,False,-1.0,703,983,2,4,0,0.0,0.0,0.5,974.0,0.0,1.0,1.0,0.0,0.25
8639,False,-1.0,703,4436,3,4,0,1.0,0.0,0.75,974.0,0.0,0.0,0.0,1.0,0.5625
2685,False,-1.0,703,977,4,4,0,0.0,0.0,1.0,974.0,0.0,0.0,3.0,0.0,1.0
2693,False,-1.0,0,982,1,1,0,0.0,0.0,1.0,980.0,0.0,0.0,5.0,5.0,1.0
2694,True,982.0,1,982,1,1,0,0.0,0.0,1.0,980.0,0.0,5.0,1.0,1.0,1.0
2695,True,982.0,3,982,1,2,0,0.0,0.0,0.5,980.0,0.833333333333,1.0,2.0,2.0,0.25
2736,False,982.0,3,1035,2,2,0,0.0,0.0,1.0,980.0,0.0,0.0,1.0,1.0,1.0
2696,True,982.0,4,982,1,2,0,0.0,0.0,0.5,980.0,0.857142857143,2.0,1.0,1.0,0.25
2737,False,982.0,4,1035,2,2,0,0.0,0.0,1.0,980.0,0.0,1.0,1.0,1.0,1.0
2696,False,-1.0,46,982,1,3,0,0.0,0.0,0.333333333333,980.0,0.857142857143,2.0,1.0,0.0,0.111111111111
2737,False,-1.0,46,1035,2,3,0,0.0,0.0,0.666666666667,980.0,0.0,1.0,1.0,0.0,0.444444444444
3232,False,-1.0,46,1318,3,3,0,0.0,0.0,1.0,980.0,0.0,0.0,1.0,1.0,1.0
2696,True,982.0,47,982,1,3,0,0.0,0.0,0.333333333333,980.0,0.857142857143,2.0,1.0,0.0,0.111111111111
3233,False,982.0,47,1318,2,3,0,0.0,0.0,0.666666666667,980.0,0.0,1.0,1.0,1.0,0.444444444444
2737,False,982.0,47,1035,3,3,0,0.0,0.0,1.0,980.0,0.0,1.0,1.0,0.0,1.0
2697,True,982.0,341,982,1,3,0,0.0,0.0,0.333333333333,980.0,0.888888888889,1.0,1.0,1.0,0.111111111111
3233,False,982.0,341,1318,2,3,0,0.0,0.0,0.666666666667,980.0,0.0,1.0,1.0,0.0,0.444444444444
2737,False,982.0,341,1035,3,3,0,0.0,0.0,1.0,980.0,0.0,1.0,1.0,0.0,1.0
2698,True,982.0,523,982,1,3,0,0.0,0.0,0.333333333333,980.0,0.9,1.0,1.0,1.0,0.111111111111
3233,False,982.0,523,1318,2,3,0,0.0,0.0,0.666666666667,980.0,0.0,1.0,1.0,0.0,0.444444444444
2737,False,982.0,523,1035,3,3,0,0.0,0.0,1.0,980.0,0.0,1.0,1.0,0.0,1.0
2698,True,982.0,841,982,1,3,0,0.0,0.0,0.333333333333,980.0,0.9,1.0,1.0,0.0,0.111111111111
3234,False,982.0,841,1318,2,3,0,1.0,0.0,0.666666666667,980.0,0.5,1.0,1.0,2.0,0.444444444444
2737,False,982.0,841,1035,3,3,0,0.0,0.0,1.0,980.0,0.0,1.0,1.0,0.0,1.0
2699,True,982.0,898,982,1,3,0,0.0,0.0,0.333333333333,980.0,0.909090909091,1.0,3.0,3.0,0.111111111111
3234,False,982.0,898,1318,2,3,0,1.0,0.0,0.666666666667,980.0,0.5,1.0,1.0,0.0,0.444444444444
2737,False,982.0,898,1035,3,3,0,0.0,0.0,1.0,980.0,0.0,1.0,1.0,0.0,1.0
2700,True,982.0,943,982,1,3,0,0.0,0.0,0.333333333333,980.0,0.916666666667,3.0,1.0,1.0,0.111111111111
2737,False,982.0,943,1035,2,3,-1,0.0,-0.333333333333,0.666666666667,980.0,0.0,1.0,1.0,0.0,0.444444444444
3235,False,982.0,943,1318,3,3,1,0.0,0.333333333333,1.0,980.0,0.666666666667,0.0,1.0,1.0,1.0
2701,True,982.0,944,982,1,3,0,0.0,0.0,0.333333333333,980.0,0.933333333333,1.0,1.0,1.0,0.111111111111
2737,False,982.0,944,1035,2,3,-1,0.0,-0.333333333333,0.666666666667,980.0,0.0,1.0,1.0,0.0,0.444444444444
3235,False,982.0,944,1318,3,3,1,0.0,0.333333333333,1.0,980.0,0.666666666667,0.0,1.0,0.0,1.0
2702,True,982.0,945,982,1,3,0,0.0,0.0,0.333333333333,980.0,0.9375,1.0,1.0,1.0,0.111111111111
3236,False,982.0,945,1318,2,3,0,0.0,0.0,0.666666666667,980.0,0.4,1.0,1.0,1.0,0.444444444444
2737,False,982.0,945,1035,3,3,0,0.0,0.0,1.0,980.0,0.0,1.0,1.0,0.0,1.0
2703,True,982.0,951,982,1,3,0,0.0,0.0,0.333333333333,980.0,0.941176470588,1.0,1.0,1.0,0.111111111111
3236,False,982.0,951,1318,2,3,0,0.0,0.0,0.666666666667,980.0,0.4,1.0,1.0,0.0,0.444444444444
2737,False,982.0,951,1035,3,3,0,0.0,0.0,1.0,980.0,0.0,1.0,1.0,0.0,1.0
2715,False,-1.0,0,990,1,1,0,0.0,0.0,1.0,987.0,0.0,0.0,1.0,1.0,1.0
2716,True,990.0,1,990,1,1,0,0.0,0.0,1.0,987.0,0.0,1.0,1.0,1.0,1.0
2716,False,-1.0,224,990,1,2,0,0.0,0.0,0.5,987.0,0.0,1.0,1.0,0.0,0.25
5708,False,-1.0,224,2647,2,2,0,0.0,0.0,1.0,987.0,0.0,0.0,2.0,2.0,1.0
2716,False,-1.0,748,990,1,3,0,0.0,0.0,0.333333333333,987.0,0.0,1.0,1.0,0.0,0.111111111111
8987,False,-1.0,748,4708,2,3,0,1.0,0.0,0.666666666667,987.0,0.0,0.0,0.0,1.0,0.444444444444
5708,False,-1.0,748,2647,3,3,0,0.0,0.0,1.0,987.0,0.0,0.0,2.0,0.0,1.0
2719,False,-1.0,0,995,1,2,0,0.0,0.0,0.5,992.0,0.0,0.0,5.0,5.0,0.25
2721,False,-1.0,0,996,2,2,0,0.0,0.0,1.0,992.0,0.0,0.0,3.0,3.0,1.0
2722,True,996.0,1,996,1,3,0,0.0,0.0,0.333333333333,992.0,0.0,3.0,1.0,1.0,0.111111111111
2720,False,996.0,1,995,2,3,0,0.0,0.0,0.666666666667,992.0,0.0,5.0,1.0,1.0,0.444444444444
2735,False,996.0,1,1033,3,3,0,0.0,0.0,1.0,992.0,0.0,0.0,2.0,2.0,1.0
2723,True,996.0,3,996,1,3,0,0.0,0.0,0.333333333333,992.0,0.75,1.0,1.0,1.0,0.111111111111
2720,False,996.0,3,995,2,3,0,0.0,0.0,0.666666666667,992.0,0.0,5.0,1.0,0.0,0.444444444444
2735,False,996.0,3,1033,3,3,0,0.0,0.0,1.0,992.0,0.0,0.0,2.0,0.0,1.0
2717,False,-1.0,0,994,1,1,0,0.0,0.0,1.0,993.0,0.0,0.0,2.0,2.0,1.0
2718,True,994.0,1,994,1,1,0,0.0,0.0,1.0,993.0,0.0,2.0,1.0,1.0,1.0
2724,False,-1.0,0,998,1,2,0,0.0,0.0,0.5,997.0,0.0,0.0,1.0,1.0,0.25
2725,False,-1.0,0,999,2,2,0,0.0,0.0,1.0,997.0,0.0,0.0,2.0,2.0,1.0
2726,True,999.0,1,999,1,2,0,0.0,0.0,0.5,997.0,0.0,2.0,1.0,1.0,0.25
2724,False,999.0,1,998,2,2,0,0.0,0.0,1.0,997.0,0.0,0.0,1.0,0.0,1.0
2726,False,-1.0,3,999,1,3,0,0.0,0.0,0.333333333333,997.0,0.0,2.0,1.0,0.0,0.111111111111
2744,False,-1.0,3,1037,2,3,0,0.0,0.0,0.666666666667,997.0,0.0,0.0,1.0,1.0,0.444444444444
2724,False,-1.0,3,998,3,3,0,0.0,0.0,1.0,997.0,0.0,0.0,1.0,0.0,1.0
2730,False,-1.0,1,1003,1,1,0,0.0,0.0,1.0,1000.0,0.0,0.0,1.0,1.0,1.0
2731,False,-1.0,2,1003,1,1,0,0.0,0.0,1.0,1000.0,0.0,1.0,1.0,1.0,1.0
2732,False,-1.0,3,1003,1,1,0,0.0,0.0,1.0,1000.0,0.5,1.0,1.0,1.0,1.0
2733,False,-1.0,267,1003,1,1,0,0.0,0.0,1.0,1000.0,0.666666666667,1.0,1.0,1.0,1.0
2727,False,-1.0,1,1002,1,1,0,0.0,0.0,1.0,1001.0,0.0,0.0,7.0,7.0,1.0
2728,False,-1.0,2,1002,1,1,0,0.0,0.0,1.0,1001.0,0.0,7.0,3.0,3.0,1.0
2729,False,-1.0,4,1002,1,1,0,0.0,0.0,1.0,1001.0,0.875,3.0,1.0,1.0,1.0
2738,False,-1.0,1,1036,1,1,0,0.0,0.0,1.0,1004.0,0.0,0.0,3.0,3.0,1.0
2739,True,1036.0,2,1036,1,1,0,0.0,0.0,1.0,1004.0,0.0,3.0,1.0,1.0,1.0
2740,True,1036.0,41,1036,1,1,0,0.0,0.0,1.0,1004.0,0.75,1.0,1.0,1.0,1.0
2741,True,1036.0,105,1036,1,1,0,0.0,0.0,1.0,1004.0,0.8,1.0,1.0,1.0,1.0
2741,False,-1.0,408,1036,1,2,0,0.0,0.0,0.5,1004.0,0.8,1.0,1.0,0.0,0.25
6939,False,-1.0,408,3289,2,2,0,0.0,0.0,1.0,1004.0,0.0,0.0,1.0,1.0,1.0
2742,True,1036.0,476,1036,1,2,0,0.0,0.0,0.5,1004.0,0.833333333333,1.0,1.0,1.0,0.25
6939,False,1036.0,476,3289,2,2,0,0.0,0.0,1.0,1004.0,0.0,0.0,1.0,0.0,1.0
2743,True,1036.0,697,1036,1,2,0,0.0,0.0,0.5,1004.0,0.857142857143,1.0,1.0,1.0,0.25
6939,False,1036.0,697,3289,2,2,0,0.0,0.0,1.0,1004.0,0.0,0.0,1.0,0.0,1.0
2734,False,-1.0,0,1008,1,1,0,0.0,0.0,1.0,1005.0,0.0,0.0,1.0,1.0,1.0
2745,False,-1.0,1,1040,1,1,0,0.0,0.0,1.0,1038.0,0.0,0.0,1.0,1.0,1.0
2746,True,1040.0,2,1040,1,1,0,0.0,0.0,1.0,1038.0,0.0,1.0,1.0,1.0,1.0
2747,True,1040.0,3,1040,1,1,0,0.0,0.0,1.0,1038.0,0.5,1.0,1.0,1.0,1.0
2748,True,1040.0,16,1040,1,1,0,0.0,0.0,1.0,1038.0,0.666666666667,1.0,1.0,1.0,1.0
2750,False,-1.0,1,1045,1,1,0,0.0,0.0,1.0,1039.0,0.0,0.0,1.0,1.0,1.0
2751,True,1045.0,2,1045,1,1,0,0.0,0.0,1.0,1039.0,0.0,1.0,1.0,1.0,1.0
2752,True,1045.0,3,1045,1,1,0,0.0,0.0,1.0,1039.0,0.5,1.0,1.0,1.0,1.0
2752,False,-1.0,5,1045,1,2,0,0.0,0.0,0.5,1039.0,0.5,1.0,1.0,0.0,0.25
2754,False,-1.0,5,1046,2,2,0,1.0,0.0,1.0,1039.0,0.0,0.0,0.0,1.0,1.0
2753,True,1045.0,95,1045,1,2,0,0.0,0.0,0.5,1039.0,0.666666666667,1.0,1.0,1.0,0.25
2754,False,1045.0,95,1046,2,2,0,1.0,0.0,1.0,1039.0,0.0,0.0,0.0,0.0,1.0
2749,False,-1.0,0,1043,1,1,0,0.0,0.0,1.0,1041.0,0.0,0.0,2.0,2.0,1.0
2755,False,-1.0,0,1047,1,1,0,0.0,0.0,1.0,1042.0,0.0,0.0,1.0,1.0,1.0
2756,False,2204.0,1,1047,1,1,0,0.0,0.0,1.0,1042.0,0.0,1.0,2.0,2.0,1.0
2756,False,-1.0,129,1047,1,3,0,0.0,0.0,0.333333333333,1042.0,0.0,1.0,2.0,0.0,0.111111111111
4907,False,-1.0,129,2203,2,3,0,1.0,0.0,0.666666666667,1042.0,0.0,0.0,0.0,1.0,0.444444444444
4908,False,-1.0,129,2204,3,3,0,0.0,0.0,1.0,1042.0,0.0,0.0,1.0,1.0,1.0
2756,False,-1.0,132,1047,1,4,0,0.0,0.0,0.25,1042.0,0.0,1.0,2.0,0.0,0.0625
4927,False,-1.0,132,2213,2,4,0,0.0,0.0,0.5,1042.0,0.0,0.0,1.0,1.0,0.25
4907,False,-1.0,132,2203,3,4,0,1.0,0.0,0.75,1042.0,0.0,0.0,0.0,0.0,0.5625
4908,False,-1.0,132,2204,4,4,0,0.0,0.0,1.0,1042.0,0.0,0.0,1.0,0.0,1.0
2757,False,-1.0,0,1049,1,2,0,0.0,0.0,0.5,1048.0,0.0,0.0,1.0,1.0,0.25
2759,False,-1.0,0,1050,2,2,0,0.0,0.0,1.0,1048.0,0.0,0.0,1.0,1.0,1.0
2758,False,1092.0,1,1049,1,2,0,0.0,0.0,0.5,1048.0,0.0,1.0,1.0,1.0,0.25
2759,False,1092.0,1,1050,2,2,0,0.0,0.0,1.0,1048.0,0.0,0.0,1.0,0.0,1.0
2758,False,-1.0,3,1049,1,3,0,0.0,0.0,0.333333333333,1048.0,0.0,1.0,1.0,0.0,0.111111111111
2832,False,-1.0,3,1092,2,3,0,0.0,0.0,0.666666666667,1048.0,0.0,0.0,2.0,2.0,0.444444444444
2759,False,-1.0,3,1050,3,3,0,0.0,0.0,1.0,1048.0,0.0,0.0,1.0,0.0,1.0
2833,True,1092.0,4,1092,1,3,0,0.0,0.0,0.333333333333,1048.0,0.0,2.0,2.0,2.0,0.111111111111
2758,False,1092.0,4,1049,2,3,0,0.0,0.0,0.666666666667,1048.0,0.0,1.0,1.0,0.0,0.444444444444
2759,False,1092.0,4,1050,3,3,0,0.0,0.0,1.0,1048.0,0.0,0.0,1.0,0.0,1.0
2834,True,1092.0,5,1092,1,3,0,0.0,0.0,0.333333333333,1048.0,0.666666666667,2.0,1.0,1.0,0.111111111111
2758,False,1092.0,5,1049,2,3,0,0.0,0.0,0.666666666667,1048.0,0.0,1.0,1.0,0.0,0.444444444444
2759,False,1092.0,5,1050,3,3,0,0.0,0.0,1.0,1048.0,0.0,0.0,1.0,0.0,1.0
2835,True,1092.0,8,1092,1,3,0,0.0,0.0,0.333333333333,1048.0,0.8,1.0,1.0,1.0,0.111111111111
2758,False,1092.0,8,1049,2,3,0,0.0,0.0,0.666666666667,1048.0,0.0,1.0,1.0,0.0,0.444444444444
2759,False,1092.0,8,1050,3,3,0,0.0,0.0,1.0,1048.0,0.0,0.0,1.0,0.0,1.0
2760,False,-1.0,0,1052,1,1,0,0.0,0.0,1.0,1051.0,0.0,0.0,1.0,1.0,1.0
2761,True,1052.0,1,1052,1,2,0,0.0,0.0,0.5,1051.0,0.0,1.0,1.0,1.0,0.25
2762,False,1052.0,1,1053,2,2,0,0.0,0.0,1.0,1051.0,0.0,0.0,1.0,1.0,1.0
2761,True,1052.0,2,1052,1,2,0,0.0,0.0,0.5,1051.0,0.0,1.0,1.0,0.0,0.25
2763,False,1052.0,2,1053,2,2,0,0.0,0.0,1.0,1051.0,0.0,1.0,1.0,1.0,1.0
2766,False,-1.0,0,1059,1,1,0,0.0,0.0,1.0,1055.0,0.0,0.0,2.0,2.0,1.0
2767,True,1059.0,1,1059,1,1,0,0.0,0.0,1.0,1055.0,0.0,2.0,2.0,2.0,1.0
2768,True,1059.0,2,1059,1,1,0,0.0,0.0,1.0,1055.0,0.666666666667,2.0,1.0,1.0,1.0
2764,False,-1.0,0,1058,1,2,0,0.0,0.0,0.5,1056.0,0.0,0.0,1.0,1.0,0.25
2779,False,-1.0,0,1065,2,2,0,0.0,0.0,1.0,1056.0,0.0,0.0,3.0,3.0,1.0
2780,True,1065.0,1,1065,1,2,0,0.0,0.0,0.5,1056.0,0.0,3.0,1.0,1.0,0.25
2765,False,1065.0,1,1058,2,2,0,0.0,0.0,1.0,1056.0,0.0,1.0,1.0,1.0,1.0
2781,True,1065.0,2,1065,1,2,0,0.0,0.0,0.5,1056.0,0.75,1.0,1.0,1.0,0.25
2765,False,1065.0,2,1058,2,2,0,0.0,0.0,1.0,1056.0,0.0,1.0,1.0,0.0,1.0
2782,True,1065.0,3,1065,1,2,0,0.0,0.0,0.5,1056.0,0.8,1.0,1.0,1.0,0.25
2765,False,1065.0,3,1058,2,2,0,0.0,0.0,1.0,1056.0,0.0,1.0,1.0,0.0,1.0
2783,True,1065.0,8,1065,1,2,0,0.0,0.0,0.5,1056.0,0.833333333333,1.0,2.0,2.0,0.25
2765,False,1065.0,8,1058,2,2,0,0.0,0.0,1.0,1056.0,0.0,1.0,1.0,0.0,1.0
2784,True,1065.0,12,1065,1,2,0,0.0,0.0,0.5,1056.0,0.857142857143,2.0,1.0,1.0,0.25
2765,False,1065.0,12,1058,2,2,0,0.0,0.0,1.0,1056.0,0.0,1.0,1.0,0.0,1.0
2769,False,-1.0,0,1061,1,3,0,0.0,0.0,0.333333333333,1057.0,0.0,0.0,1.0,1.0,0.111111111111
2771,False,-1.0,0,1062,2,3,0,0.0,0.0,0.666666666667,1057.0,0.0,0.0,4.0,4.0,0.444444444444
2785,False,-1.0,0,1066,3,3,0,0.0,0.0,1.0,1057.0,0.0,0.0,1.0,1.0,1.0
2772,True,1062.0,1,1062,1,3,0,0.0,0.0,0.333333333333,1057.0,0.0,4.0,1.0,1.0,0.111111111111
2770,False,1062.0,1,1061,2,3,0,0.0,0.0,0.666666666667,1057.0,0.0,1.0,1.0,1.0,0.444444444444
2785,False,1062.0,1,1066,3,3,0,0.0,0.0,1.0,1057.0,0.0,0.0,1.0,0.0,1.0
2773,False,-1.0,0,1064,1,1,0,0.0,0.0,1.0,1063.0,0.0,0.0,4.0,4.0,1.0
2774,True,1064.0,1,1064,1,1,0,0.0,0.0,1.0,1063.0,0.0,4.0,1.0,1.0,1.0
2775,True,1064.0,2,1064,1,1,0,0.0,0.0,1.0,1063.0,0.8,1.0,1.0,1.0,1.0
2776,True,1064.0,15,1064,1,1,0,0.0,0.0,1.0,1063.0,0.833333333333,1.0,1.0,1.0,1.0
2776,False,-1.0,68,1064,1,2,0,0.0,0.0,0.5,1063.0,0.833333333333,1.0,1.0,0.0,0.25
2803,False,-1.0,68,1073,2,2,0,0.0,0.0,1.0,1063.0,0.0,0.0,2.0,2.0,1.0
2777,True,1064.0,69,1064,1,2,0,0.0,0.0,0.5,1063.0,0.857142857143,1.0,1.0,1.0,0.25
2803,False,1064.0,69,1073,2,2,0,0.0,0.0,1.0,1063.0,0.0,0.0,2.0,0.0,1.0
2778,True,1064.0,336,1064,1,2,0,0.0,0.0,0.5,1063.0,0.875,1.0,1.0,1.0,0.25
2803,False,1064.0,336,1073,2,2,0,0.0,0.0,1.0,1063.0,0.0,0.0,2.0,0.0,1.0
2786,False,-1.0,0,1068,1,2,0,0.0,0.0,0.5,1067.0,0.0,0.0,2.0,2.0,0.25
2788,False,-1.0,0,1069,2,2,0,0.0,0.0,1.0,1067.0,0.0,0.0,1.0,1.0,1.0
2789,True,1069.0,1,1069,1,2,0,0.0,0.0,0.5,1067.0,0.0,1.0,2.0,2.0,0.25
2787,False,1069.0,1,1068,2,2,0,0.0,0.0,1.0,1067.0,0.0,2.0,1.0,1.0,1.0
2790,True,1069.0,2,1069,1,2,0,0.0,0.0,0.5,1067.0,0.5,2.0,2.0,2.0,0.25
2787,False,1069.0,2,1068,2,2,0,0.0,0.0,1.0,1067.0,0.0,2.0,1.0,0.0,1.0
2791,False,-1.0,0,1072,1,2,0,0.0,0.0,0.5,1071.0,0.0,0.0,1.0,1.0,0.25
2804,False,-1.0,0,1074,2,2,0,0.0,0.0,1.0,1071.0,0.0,0.0,2.0,2.0,1.0
2805,False,-1.0,1,1074,1,2,0,0.0,0.0,0.5,1071.0,0.0,2.0,1.0,1.0,0.25
2792,False,-1.0,1,1072,2,2,0,0.0,0.0,1.0,1071.0,0.0,1.0,2.0,2.0,1.0
2793,False,-1.0,2,1072,1,2,-1,0.0,-0.5,0.5,1071.0,0.5,2.0,1.0,1.0,0.25
2806,False,-1.0,2,1074,2,2,1,0.0,0.5,1.0,1071.0,0.666666666667,1.0,1.0,1.0,1.0
2793,False,-1.0,4,1072,1,2,-1,0.0,-0.5,0.5,1071.0,0.5,2.0,1.0,0.0,0.25
2807,False,-1.0,4,1074,2,2,1,0.0,0.5,1.0,1071.0,0.75,1.0,1.0,1.0,1.0
2793,False,-1.0,10,1072,1,2,-1,0.0,-0.5,0.5,1071.0,0.5,2.0,1.0,0.0,0.25
2808,False,-1.0,10,1074,2,2,1,0.0,0.5,1.0,1071.0,0.8,1.0,1.0,1.0,1.0
2793,False,-1.0,37,1072,1,2,-1,0.0,-0.5,0.5,1071.0,0.5,2.0,1.0,0.0,0.25
2809,False,-1.0,37,1074,2,2,1,0.0,0.5,1.0,1071.0,0.833333333333,1.0,2.0,2.0,1.0
2794,False,-1.0,48,1072,1,2,-1,0.0,-0.5,0.5,1071.0,0.75,1.0,1.0,1.0,0.25
2809,False,-1.0,48,1074,2,2,1,0.0,0.5,1.0,1071.0,0.833333333333,1.0,2.0,0.0,1.0
2795,False,-1.0,91,1072,1,2,-1,0.0,-0.5,0.5,1071.0,0.8,1.0,2.0,2.0,0.25
2809,False,-1.0,91,1074,2,2,1,0.0,0.5,1.0,1071.0,0.833333333333,1.0,2.0,0.0,1.0
2795,False,-1.0,168,1072,1,3,-1,0.0,-0.333333333333,0.333333333333,1071.0,0.8,1.0,2.0,0.0,0.111111111111
